file_name,caption,ranked_adapters
COCO_val2014_000000246928.jpg,A small bedroom with a bed and window.,"{'bedroom': [222441, 80437], 'bed': [232378], 'window': [51228]}"
COCO_val2014_000000475906.jpg,A child plays in a living room filled with baby toys.,"{'child': [127614], 'living room': [206621], 'baby toys': [138822]}"
COCO_val2014_000000219315.jpg,a sandwich and green bottle of drink on a table,"{'sandwich': [282891], 'green bottle': [127146], 'table': [164860]}"
COCO_val2014_000000269196.jpg,A group of sheep at a fence in winter.,"{'sheep': [276656], 'fence': [242426], 'winter': [228790]}"
COCO_val2014_000000487220.jpg,3 people pose for the camera in a backyard,"{'people': [23202], 'pose': [177741], 'backyard': [175937]}"
COCO_val2014_000000274058.jpg,A dog is looking over the wall of a pickup truck.,"{'dog': [120492], 'pickup truck': [42769], 'looking over': []}"
COCO_val2014_000000490491.jpg,A burnt out cement building is next to a stop sign.,"{'burnt out building': [168139], 'stop sign': [237339]}"
COCO_val2014_000000295478.jpg,A woman walking a small white dog down a street.,{}
COCO_val2014_000000558911.jpg,A granite counter with a plate of food and a drink.,"{'counter': [164860], 'granite': [353807], 'plate of food': [215892], 'drink': [35181]}"
COCO_val2014_000000463722.jpg,A person riding a white horse carrying a flag with a stadium full of people.,"{'person riding white horse': [161149], 'flag': [11187], 'stadium full of people': [337139]}"
COCO_val2014_000000243442.jpg,an image of a man preparing for guests at a reception,"{'man': [41125], 'reception': [117793], 'preparing': [269231]}"
COCO_val2014_000000181265.jpg,a bride and groom prepare to cut the wedding cake,"{'bride and groom': [104589], 'wedding cake': [309836], 'prepare to cut': [129673]}"
COCO_val2014_000000558012.jpg,"a desk with a laptop, computer and a rocket ","{'desk': [74605], 'computer': [126015], 'rocket': [111747]}"
COCO_val2014_000000447740.jpg,A woman holding a child smiling and taking a self photo in front of a mirror.,"{'woman': [20989], 'child': [160725], 'smiling': [95780], 'self photo': [215002], 'mirror': [], 'holding': []}"
COCO_val2014_000000310035.jpg,A woman propped up on a bench with a book in her hand.,"{'woman on bench': [288992], 'book': [120353]}"
COCO_val2014_000000097337.jpg,This is a nice living room set up with two couches and a television.,"{'living room': [240226], 'couches and television': [270036]}"
COCO_val2014_000000382717.jpg,two dogs on the back of a truck in a parking lot,"{'dogs': [86394], 'truck': [42769], 'parking lot': []}"
COCO_val2014_000000272688.jpg,An elephant is drinking over at The river,{}
COCO_val2014_000000244925.jpg,The man is carrying a book bag with two bananas in it.,"{'man': [], 'carrying': [], 'book bag': [46529], 'banana': [133284], 'two': []}"
COCO_val2014_000000343410.jpg,"A plate with broccoli, onions, peppers and tomatoes.",{'plate': [55400]}
COCO_val2014_000000505043.jpg,A computer room with monitors on and a keyboard and a reading lamp.,"{'computer room': [288759], 'monitors': [253127], 'keyboard': [], 'reading lamp': []}"
COCO_val2014_000000321223.jpg,A man getting something inside the refrigerator ,"{'man': [], 'refrigerator': [109362], 'getting something inside': [94801]}"
COCO_val2014_000000498228.jpg,two large birds some plants water and buildings,"{'birds': [238559], 'plants and water': [91751], 'buildings': [184852]}"
COCO_val2014_000000300233.jpg,"A table with a blender, oil and several seasonings. ","{'blender': [252862], 'oil': [], 'seasonings': [], 'table': []}"
COCO_val2014_000000345411.jpg,The sandwich is stuffed with meat and vegetables.,{'sandwich': [186479]}
COCO_val2014_000000552454.jpg,A picture of a toilet in a stall.,{'toilet in a stall': [66299]}
COCO_val2014_000000041990.jpg,A group of people on snow shoes posing for a photo.,"{'people': [140648], 'snow shoes': [264470], 'posing for a photo': [170317]}"
COCO_val2014_000000268856.jpg,Two men play a sports video game in a living room.,{'men playing sports video game in living room': [88397]}
COCO_val2014_000000337814.jpg,two people standing in a room playing nintendo wii,"{'two people playing': [21618, 22007], 'room': [343735, 102883], 'nintendo wii': [184827]}"
COCO_val2014_000000423189.jpg,an office with a long counter and many shelves,"{'office': [288759], 'counter and shelves': [105592]}"
COCO_val2014_000000179578.jpg,a group of men play frisbe in a park area ,{'men playing frisbee in a park area': [184365]}
COCO_val2014_000000178761.jpg,Two animals get close through a fence. ,"{'animals': [121496], 'fence': [], 'close': []}"
COCO_val2014_000000358642.jpg,"a store with a lot of bears in the windows called ""Bear it in Mind""","{'store with bears in the windows': [354605], 'Bear it in Mind': []}"
COCO_val2014_000000536369.jpg,An old fashioned stove with some pots on it.,"{'old fashioned stove': [], 'pots': [84246]}"
COCO_val2014_000000224736.jpg,A professional kitchen filled with sinks and appliances.,"{'professional kitchen': [266670], 'sinks and appliances': [232608]}"
COCO_val2014_000000451046.jpg,The bus is travelling through the grass outside.,"{'bus': [113859], 'grass': [67640]}"
COCO_val2014_000000223738.jpg,People watching a player swing a baseball bat.,"{'player swinging baseball bat': [245115], 'people watching': [114104]}"
COCO_val2014_000000157417.jpg,A person wearing a helmet is riding a motorcycle on a dirt road. ,"{'helmet': [25360], 'motorcycle': [330991], 'dirt road': []}"
COCO_val2014_000000296381.jpg,A woman bent over talking on a cell phone.,"{'woman bent over': [153853], 'talking on phone': [176948], 'cell phone': [215002]}"
COCO_val2014_000000004246.jpg,Two young boys standing in brick paved street.,"{'young boys': [127807], 'brick paved street': [86774], 'standing': []}"
COCO_val2014_000000173044.jpg,A very tall clock tower sitting next to a tall glass building.,"{'tall building': [87883], 'clock tower': [330759], 'glass building': [260212]}"
COCO_val2014_000000468972.jpg,This sub sandwich came wrapped in paper from the deli.,"{'sub sandwich': [282891], 'paper': [192401]}"
COCO_val2014_000000086471.jpg,A man on a tennis court is hitting a ball with a racquet.,{}
COCO_val2014_000000550722.jpg,Someone is watching a soccer match on TV while on the computer,"{'watching soccer': [87138, 113650, 196186], 'computer': []}"
COCO_val2014_000000088695.jpg,"A photo of smiling young man, wearing glasses, dress shirt and tie","{'smiling young man': [176722, 52428], 'glasses': [352555], 'dress shirt and tie': [129892, 115853]}"
COCO_val2014_000000221017.jpg,A chicken walking around on the ocean shore.,"{'chicken': [50024], 'ocean shore': [262207]}"
COCO_val2014_000000427189.jpg,A portion of a package of frozen broccoli,"{'frozen broccoli': [92996, 136645]}"
COCO_val2014_000000025433.jpg,A town street built next to a vintage architectural building.,"{'town street': [], 'vintage architectural building': [211683]}"
COCO_val2014_000000390684.jpg,Cars sitting on a street near a stoplight. ,"{'cars': [117340], 'street': []}"
COCO_val2014_000000484175.jpg,A man walking a small elephant with two riders on it.,{'elephant': [109892]}
COCO_val2014_000000350388.jpg,a close up of food on a plate on a table,"{'food': [215892], 'plate': [55400], 'table': []}"
COCO_val2014_000000091844.jpg,There is an adult bear that is walking in the foredt,{}
COCO_val2014_000000215002.jpg,A computer station with a very tall stake of french fry cartons,"{'computer station': [343735], 'french fry cartons': [277115], 'tall stack': []}"
COCO_val2014_000000161008.jpg,A pair of scissors sitting on top of a wooden box.,{'wooden box': [190334]}
COCO_val2014_000000116667.jpg,A double decker bus is parked in front of the car.,"{'double decker bus': [113859], 'parked': [], 'front': [], 'car': [117340]}"
COCO_val2014_000000478099.jpg,a train being operated on train tracks with trees in the background,"{'train': [276932], 'train tracks and background': [24677]}"
COCO_val2014_000000477906.jpg,A man wearing a plaid shirt is jumping on his skateboard.,"{'plaid shirt': [217318], 'man': [], 'jumping': [147583], 'skateboard': []}"
COCO_val2014_000000192457.jpg,A donut on a plate with a fork and knife.,"{'donut': [189905], 'plate': [55400], 'fork and knife': []}"
COCO_val2014_000000525297.jpg,Someone displaying a silly image on a smartphone,{'silly image on smartphone': [60245]}
COCO_val2014_000000448425.jpg,A red double-decker bus sits in a parking lot.,"{'red': [], 'double-decker bus': [], 'parking lot': []}"
COCO_val2014_000000358268.jpg,Two people are teaching each other how to play game.,{'people playing game': [96094]}
COCO_val2014_000000061531.jpg,A man skiing is doing a rail grind. ,"{'man': [], 'skiing': [], 'rail grind': []}"
COCO_val2014_000000100678.jpg,A group of people walk with a surfer down a beach,"{'beach': [197388], 'group of people walking': [92943], 'surfer': [73535]}"
COCO_val2014_000000237318.jpg,A dashboard view of a stop sing in a grassy area.,"{'stop sign': [280489], 'grassy area': [99020]}"
COCO_val2014_000000499210.jpg,A man stands and holds a brown teddy bear.,"{'man holding teddy bear': [159507, 26713], 'brown': []}"
COCO_val2014_000000031176.jpg,Tiger kitten sitting by French window looking out over sunny balcony. ,"{'tiger kitten': [33194], 'French window': [88580], 'sunny balcony': [244838], 'sitting': [], 'looking out': []}"
COCO_val2014_000000176811.jpg,THERE IS A TOWER CLOCK IN THE BUILDING ,{'tower clock in building': [330759]}
COCO_val2014_000000192296.jpg,Three people looking at their cell phones and one person holding a camera. ,"{'people looking at cell phones': [287562], 'holding a camera': [229910]}"
COCO_val2014_000000059710.jpg,A refrigerator with both the freezer and fridge doors open,"{'refrigerator': [50640], 'open': [148384]}"
COCO_val2014_000000214703.jpg,A pair of people wearing wet suits paddle in the ocean.,"{'people wearing wet suits': [282314], 'paddle in the ocean': [197533]}"
COCO_val2014_000000245182.jpg,Four competitive skiers skiing down a mountain slope.,"{'skiers': [359869], 'mountain slope': [121499], 'competitive skiing': [250627]}"
COCO_val2014_000000287545.jpg,A couple of giraffe standing next to each other.,"{'giraffe': [121496], 'standing': [96910]}"
COCO_val2014_000000205002.jpg,The man waits at the traffic light on a large motorcycle.,{'large motorcycle': [34240]}
COCO_val2014_000000300246.jpg,A person riding on top of an elephant on the street.  ,"{'riding': [82397], 'elephant': [109892], 'street': [114127]}"
COCO_val2014_000000302375.jpg,some clocks buildings and many bicycle riders at night,"{'clocks and buildings': [330759], 'bicycle riders': [171491], 'night': [62217]}"
COCO_val2014_000000409581.jpg,a guy holding a surfboard as he walks down the street ,"{'guy holding': [82397], 'surfboard': [228422], 'walking down the street': [130577]}"
COCO_val2014_000000503238.jpg,a man on a motorcycle in front of an orange bus,"{'man on motorcycle': [322169], 'orange bus': [113859], 'in front of': []}"
COCO_val2014_000000277642.jpg,A slow motion picture of a pitcher pitching a game,"{'slow motion': [235981], 'pitcher pitching': [245115], 'game': []}"
COCO_val2014_000000017869.jpg,Man catching a frisbee on a beach in front of a house,"{'beach': [262207], 'house': [204507]}"
COCO_val2014_000000271215.jpg,Hot dog with ketchup on a bin with french fries.,{}
COCO_val2014_000000552654.jpg,a snowboarder in a gray jacket is doing a trick,"{'snowboarder': [], 'gray jacket': [110659], 'trick': [147583], 'snow': [228790]}"
COCO_val2014_000000574282.jpg,A group of women who are play soccer together.,{'women playing soccer': [88505]}
COCO_val2014_000000166918.jpg,A group of people sitting at a dining table.,"{'group': [], 'dining table': [153839], 'sitting': [177741]}"
COCO_val2014_000000506220.jpg,a bathroom with a tub and double sink,"{'bathroom': [100863], 'tub': [27288], 'double sink': []}"
COCO_val2014_000000368565.jpg,A couple of little girls sitting on top of a couch.,"{'little girls sitting': [83024], 'couch': [126109]}"
COCO_val2014_000000399864.jpg,a red and white bus traveling down a tree lined street.,"{'bus': [113981], 'red and white': [125696], 'tree lined street': []}"
COCO_val2014_000000072075.jpg,An umpire watches over a baseball game played by children.,"{'baseball game': [235162], 'children playing baseball': [258223]}"
COCO_val2014_000000458240.jpg,a large body of water with trees in the background,"{'water and background': [89646, 203828], 'trees and background': [88824]}"
COCO_val2014_000000301928.jpg,A horse rider is leaping over barriers on her horse.,"{'horse rider leaping': [301568], 'horse': [237101]}"
COCO_val2014_000000051355.jpg,this is a slice of pizza on a yellow plate,{'pizza on a yellow plate': [287029]}
COCO_val2014_000000357816.jpg,A boy swinging a baseball bat at a ball.,"{'boy': [209765], 'baseball bat': [], 'ball': [], 'swinging': []}"
COCO_val2014_000000042576.jpg,Cats sitting next to each other on furniture.,"{'cats': [106270, 133432], 'sitting': [], 'furniture': []}"
COCO_val2014_000000043133.jpg,Two people riding in  a row boat on calm water.,{'row boat on calm water': [69024]}
COCO_val2014_000000114398.jpg,An adult elephant next to some child elephants in some water.,"{'elephant': [109892], 'child elephants': [], 'water': [238634]}"
COCO_val2014_000000493724.jpg,A group of adults playing rock band with each other. ,"{'rock band': [17140, 121952, 131917, 283076, 49012], 'playing': [178502, 341226, 242553, 228075], 'with each other': [247418]}"
COCO_val2014_000000156609.jpg,"A neatly kept desk with a computer, keyboard and mouse on it.","{'desk': [74605], 'computer': [126015], 'keyboard': [], 'mouse': []}"
COCO_val2014_000000369310.jpg,A toddler boy is on a white pad playing a video game.,{'toddler boy playing a video game': [158028]}
COCO_val2014_000000145101.jpg,Small furnished living room with lots of clutter.,"{'small living room': [83923, 117761], 'clutter': [311209]}"
COCO_val2014_000000217919.jpg,A large bell tower on a stone building with a clock on it,"{'bell tower': [330759], 'stone building': [108257], 'clock': []}"
COCO_val2014_000000350688.jpg,the man is leaning over taking a picture of another man ,"{'man': [41125], 'leaning over': [42118], 'taking a picture': [214461]}"
COCO_val2014_000000461036.jpg,Some leafy trees are hiding a black bear.,"{'leafy trees': [88824], 'black bear': [], 'hiding': [72011]}"
COCO_val2014_000000407202.jpg,A dog sitting on the floor watching the tv,"{'dog sitting': [86394], 'watching tv': []}"
COCO_val2014_000000563885.jpg,A girl in a short nightie lays on a couch with a stuffed animal.,"{'girl in short nightie': [191000, 207340], 'couch': [114209], 'stuffed animal': [26713], 'lying pose': [216228]}"
COCO_val2014_000000148067.jpg,A red plate sitting on top of a table with food on it.,"{'plate': [55400], 'food': [118588], 'red': [], 'table': []}"
COCO_val2014_000000136033.jpg,A bathroom area with a sink and tiled counter top.,{'bathroom': [66299]}
COCO_val2014_000000100848.jpg,a living room with a brown couch by a big window ,"{'living room with brown couch by a big window': [206621, 240226, 91025, 270259, 25371, 108306, 112699, 119687]}"
COCO_val2014_000000308785.jpg,A train traveling on some train tracks in front of a building.,"{'train': [290249], 'train tracks': [24677], 'building': [230579]}"
COCO_val2014_000000379314.jpg,A lot of chairs that are by a wall.,"{'chairs': [238939], 'wall': [], 'quantity': []}"
COCO_val2014_000000349184.jpg,A woman sitting on a wooden bench viewing some beautiful trees.,{'beautiful trees': [54477]}
COCO_val2014_000000555684.jpg,An advertisement with a  person on a surfboard surfing a wave. ,"{'person surfing': [73535], 'wave': [26900], 'advertisement': [58472]}"
COCO_val2014_000000554978.jpg,Two elephants wading in a river surrounded by vegetation.,"{'elephants': [109892], 'river and vegetation': [274485], 'wading': [224794]}"
COCO_val2014_000000547839.jpg,A train is going to travel up hill on a street. ,{}
COCO_val2014_000000167122.jpg,A car sitting on a car with a wall in the background.,"{'car': [89032], 'sitting on a car': [], 'wall': []}"
COCO_val2014_000000236290.jpg,A man is holding his luggage down the escalator.,{}
COCO_val2014_000000398519.jpg,A giraffe is next to a fence in an enclosure.,"{'giraffe': [148099], 'fence': [], 'enclosure': []}"
COCO_val2014_000000213475.jpg,A red stoplight that is on a pole.,"{'stoplight': [], 'red': [108225], 'pole': []}"
COCO_val2014_000000495626.jpg,A view down a street in the city,"{'city': [147071, 181840], 'street': [151094, 218190], 'buildings': [121728, 119054]}"
COCO_val2014_000000511572.jpg,A pasta salad and a fork in a bowl. ,"{'pasta salad': [196956], 'fork': [], 'bowl': [55400]}"
COCO_val2014_000000013004.jpg,A banana that is sitting on a plate.,"{'banana': [351557], 'plate': [55400]}"
COCO_val2014_000000193442.jpg,A person holding a custard filled donut on a piece of tissue paper.,{'custard filled donut': [85997]}
COCO_val2014_000000079566.jpg,A photo of the connection section of a train,{'train connection section': [290249]}
COCO_val2014_000000530741.jpg,"This white bowl has rice, broccoli, and fish in it.","{'fish': [77890], 'white bowl': [55400]}"
COCO_val2014_000000259665.jpg,Three people hold Frisbees while one of them throws his.,"{'people': [114104], 'holding': [142243], 'throwing': [245115]}"
COCO_val2014_000000018918.jpg,A commercial kitchen filled with stainless steel equipment.,{'commercial kitchen': [152486]}
COCO_val2014_000000014029.jpg,A man sits on the beach next to his surfboard.,"{'beach': [262207], 'man sitting': [226062], 'surfboard': [73535]}"
COCO_val2014_000000374061.jpg,A black cat holding onto the left of a teddy bear.,"{'black cat': [295477], 'teddy bear': [159507]}"
COCO_val2014_000000166003.jpg,a wall covered in decorations in what looks like a small kitchen,{'wall decorations in a small kitchen': [63491]}
COCO_val2014_000000374041.jpg,A man sitting on top of an elephant next to a tree.,"{'man sitting': [77349], 'elephant': [109892], 'tree': [39400]}"
COCO_val2014_000000391139.jpg,A little dog sitting on a wooden bench.,"{'dog': [41929], 'wooden bench': [84470]}"
COCO_val2014_000000458073.jpg,"A table on which a typewriter, books are kept and other gadgets are there.","{'table': [74605], 'typewriter': [], 'books': [105592], 'gadgets': []}"
COCO_val2014_000000493751.jpg,Three women out in nature taking pictures with phones.,{'women in nature': [104292]}
COCO_val2014_000000347836.jpg,A man and boy ride horse and stir up dust.,"{'man': [], 'boy': [], 'horse': [237101], 'riding': [82397], 'dust': [349127]}"
COCO_val2014_000000144251.jpg,a couple of buses that are out front of a building,"{'bus': [245675], 'building': [121728]}"
COCO_val2014_000000574592.jpg,a small vase with flowers inside of it,{'vase with flowers': [227144]}
COCO_val2014_000000214989.jpg,A baby elephant walking along a river near a grassy covered shore.,"{'baby elephant': [], 'river': [107860], 'grassy covered shore': [122263]}"
COCO_val2014_000000194381.jpg,An elephant stands near a rivers bank outside.,"{'elephant': [109892], 'river': [], 'bank': [], 'outside': []}"
COCO_val2014_000000378948.jpg,a dog on with a collar stands in between two people,"{'dog': [120492, 25894, 42683, 86394, 114833], 'collar': [76449], 'standing': [], 'between two people': []}"
COCO_val2014_000000417965.jpg,Two men work on a surfboard as it sits on a table. ,"{'men working': [14303], 'surfboard on table': [73535]}"
COCO_val2014_000000110683.jpg,Three giraffes including a baby giraffe step through the brown grass.,"{'giraffes': [], 'baby giraffe': [], 'brown grass': [350600]}"
COCO_val2014_000000495680.jpg,A computer desk topped with two monitors next to a TV.,"{'computer desk': [74605], 'monitors': [253127], 'TV': [270264]}"
COCO_val2014_000000122766.jpg,A little kid riding a green skateboard with yellow wheels.,"{'little kid': [126823], 'green skateboard': [228422], 'yellow wheels': []}"
COCO_val2014_000000001244.jpg,The man is sitting on a chair under the umbrella by the water. ,"{'man sitting': [103078], 'chair': [71581], 'umbrella': [55253], 'water': [203828]}"
COCO_val2014_000000455299.jpg,There are two keyboards and a desk top computer an also a mouse that is lit up with blue lights.,"{'keyboards': [93606], 'desktop computer': [126015], 'mouse': [], 'blue lights': [88236]}"
COCO_val2014_000000078194.jpg,A small boy with a toothbrush laying on a couch,"{'small boy': [], 'toothbrush': [336725], 'laying on a couch': [111422], 'couch': []}"
COCO_val2014_000000150538.jpg,A man sitting on a bench by a tree.,{}
COCO_val2014_000000555110.jpg,A pizza with various vegetables served on a white plate.,"{'pizza with vegetables': [133284], 'white plate': [55400]}"
COCO_val2014_000000558528.jpg,A boy is doing skateboard tricks on an old car.,"{'boy': [], 'skateboard tricks': [184365], 'old car': [308567]}"
COCO_val2014_000000390731.jpg,A young boy cutting a Star Wars themed cake.,"{'young boy': [], 'Star Wars': [72892], 'cake': [129868], 'cutting': [298105]}"
COCO_val2014_000000173908.jpg,a woman standing very close to a giraffe leaning over a fence,"{'woman': [], 'giraffe': [109892], 'fence': [], 'standing': [177789], 'close': [], 'leaning': []}"
COCO_val2014_000000084477.jpg,A woman walks out of the ocean towards a beach chair and umbrella.,"{'woman walking out of the ocean': [161156], 'beach chair and umbrella': [54218], 'beach': [117879]}"
COCO_val2014_000000419369.jpg,A boy hitting a tennis ball with his racquet. ,"{'boy': [44173], 'tennis ball': [], 'racquet': [], 'hitting': []}"
COCO_val2014_000000296906.jpg,Snow boarder mid-air in view of ski lift.,"{'snowboarder in mid-air': [170317, 266853], 'ski lift': [90355], 'snow': [219932]}"
COCO_val2014_000000581157.jpg,A cat lying on carpet next to a fishbowl.,"{'cat': [106270, 123127], 'lying': [], 'carpet and fishbowl': [110441]}"
COCO_val2014_000000219546.jpg,"A feast of ham, vegetables, fruit and other dishes sit on a dining room table with a holiday table cloth on it.","{'holiday table cloth': [242364], 'dining room table': [], 'ham': [], 'vegetables': [], 'fruit': [], 'dishes': [186742]}"
COCO_val2014_000000246436.jpg,A person slices a pizza fresh out of the oven.,"{'pizza': [287029], 'slice': [], 'fresh out of the oven': [215892], 'person': []}"
COCO_val2014_000000457322.jpg,A man on a motorcycle outside in a black and white photo ,"{'motorcycle': [143681], 'black and white': [177623, 227535], 'photo': [46266]}"
COCO_val2014_000000203102.jpg,A woman playing a tennis match with a crowd watching.,"{'woman playing tennis': [61194], 'crowd watching': []}"
COCO_val2014_000000428858.jpg,a giraffe craning its long neck above a green jungle,"{'giraffe': [], 'jungle': [336170], 'green': [], 'craning': []}"
COCO_val2014_000000520427.jpg,a man stands next to a bunch of parked bike ,{'bike': [46770]}
COCO_val2014_000000078865.jpg,A train on a track going near some cows.,"{'train': [168877], 'track': [264854], 'cows': [99911], 'near': [67640]}"
COCO_val2014_000000177935.jpg,an old fashion double oven cook stove with a griddle ,"{'cook stove': [347473], 'double oven': [], 'griddle': []}"
COCO_val2014_000000417520.jpg,A cat sitting on a table while a dog lays on the ground,"{'cat': [115340], 'dog': [349303], 'sitting': [239539], 'laying': [], 'table': [], 'ground': []}"
COCO_val2014_000000358653.jpg,The room has two teal appliances in it.,"{'teal appliances': [50640], 'room': [220636]}"
COCO_val2014_000000499428.jpg,a double decked bus driving down a street,{'double decked bus driving down a street': [113859]}
COCO_val2014_000000451511.jpg,A woman wearing a pair of skis standing on the snow.,"{'woman wearing skis': [171220], 'snow': [111347]}"
COCO_val2014_000000370765.jpg,2 dogs sit on a wooden floor near the toy they destroyed.,{}
COCO_val2014_000000324818.jpg,Two parrots perching on a tree branch in a tropical garden.,"{'parrots': [130447], 'tree branch': [116032], 'tropical garden': [336170]}"
COCO_val2014_000000313665.jpg,a cat is watching some other cats on a television,"{'cat': [106270], 'watching television': [127541]}"
COCO_val2014_000000435003.jpg,"a computer desk with multiple computers and screens
",{}
COCO_val2014_000000480591.jpg,Group of four people standing and playing a video game.,"{'group': [], 'video game': [159419], 'standing': []}"
COCO_val2014_000000257537.jpg,some buildings water and two children playing catch ,"{'buildings': [70479], 'water': [107134], 'children playing catch': []}"
COCO_val2014_000000233830.jpg,A plateful of food sitting on table in a cafeteria,"{'plateful of food': [45322], 'table': [], 'cafeteria': [271115]}"
COCO_val2014_000000424641.jpg,The people are riding bicycles in the bicycle lane of the road. ,"{'people riding bicycles': [273875], 'bicycle lane of the road': [151094]}"
COCO_val2014_000000005328.jpg,"A bathroom with a toilet, sink and shower",{'bathroom': [253828]}
COCO_val2014_000000353321.jpg,A pair of people sit on a bench on the ground.,{}
COCO_val2014_000000105689.jpg,Slice of pizza on plate sits on table with beverage.,"{'pizza': [186742], 'plate': [55400], 'table': [], 'beverage': []}"
COCO_val2014_000000036861.jpg,A double parking meter on a pole with a bicycle rack.,"{'pole': [], 'bicycle rack': [], 'double parking meter': []}"
COCO_val2014_000000245313.jpg,Snow skiers pose near a ski trail sign.,"{'snow': [228790], 'skiers': [171220], 'ski trail sign': []}"
COCO_val2014_000000548485.jpg,A bathroom has a tile floor and a tile wall.,"{'bathroom': [100863], 'tile floor': [119687], 'tile wall': []}"
COCO_val2014_000000470604.jpg,A beautiful girl holding two tennis racquets in her hand.,"{'beautiful girl': [128200], 'tennis racquets': [61194]}"
COCO_val2014_000000088120.jpg,A person on skis with their hands in the air.,{'hands in the air': [193766]}
COCO_val2014_000000457882.jpg,a girl in a bikini and a brown and white dog and a few other people,"{'girl': [206614], 'bikini': [], 'dog': [], 'people': []}"
COCO_val2014_000000526359.jpg,A picture of a very clean living room in the house.,"{'clean living room': [69250], 'house': [204507]}"
COCO_val2014_000000557829.jpg,A woman riding a snowboard down the side of a ramp.,"{'woman riding': [37848], 'snowboard': [], 'ramp': [], 'down': [], 'side': []}"
COCO_val2014_000000058070.jpg,Old pic of a little girl holding a teddy bear in the yard,"{'little girl': [279381], 'teddy bear': [159507], 'yard': [], 'old pic': []}"
COCO_val2014_000000216419.jpg,A street clock that has been weathered to a mint green color,"{'street clock': [144347], 'mint green': [358496], 'weathered': [146450]}"
COCO_val2014_000000278506.jpg,A crowded beach with people playing frisbee ,"{'beach': [117879], 'crowded': [114104], 'playing frisbee': []}"
COCO_val2014_000000045536.jpg,A MAN SURFING IN THE OCEAN WATER ,"{'man surfing': [73535], 'ocean water': [107134]}"
COCO_val2014_000000117543.jpg,A large plane ascending into a clear blue sky.,"{'plane': [78436], 'ascending': [95708], 'clear blue sky': [115199, 102153]}"
COCO_val2014_000000168491.jpg,A crowd of boys standing around all casually dressed.,"{'boys': [164750], 'crowd': [], 'standing': [], 'casually dressed': []}"
COCO_val2014_000000474762.jpg,Four horses in a rocky area by the trees.,"{'horse': [237101], 'rocky area': [69027], 'trees': [158057]}"
COCO_val2014_000000534036.jpg,a  yellow bus parked in front of school,"{'bus': [113859], 'school': [20289]}"
COCO_val2014_000000257529.jpg,Small group of colorful fruits next to each other. ,"{'fruits': [351557], 'colorful': [156560], 'small group': []}"
COCO_val2014_000000289516.jpg,An old time looking clock surrounded by greenery. ,{'clock and greenery': [144347]}
COCO_val2014_000000069965.jpg,A man is surfing in the ocean. ,"{'man surfing': [73535], 'ocean': [26900]}"
COCO_val2014_000000269445.jpg,A ladder leading up to a loft filled with Christmas decorations and teddy bears.,"{'ladder': [], 'loft': [204964], 'Christmas decorations': [243253], 'teddy bears': [159507]}"
COCO_val2014_000000330248.jpg,a man on ski's near the woods in winter,"{'man': [], 'ski': [171220], 'woods': [122263], 'winter': [228790]}"
COCO_val2014_000000538690.jpg,Up close photograph of street sign at the intersection of Main and High streets,"{'street sign': [237339], 'intersection': [151094]}"
COCO_val2014_000000112816.jpg,A person on skis goes down a snowy pass.,{'snowy pass': [121499]}
COCO_val2014_000000574520.jpg,A man riding a wave on top of a yellow board.,"{'man': [], 'wave': [26900, 274669], 'yellow board': [138433], 'riding': [82397]}"
COCO_val2014_000000389549.jpg,A bunch of animals that are standing in the grass.,"{'animals': [121496], 'grass': [99020]}"
COCO_val2014_000000217323.jpg,a snowboarding moving down a hill laughing ,"{'snowboarding': [82397], 'moving down a hill': [233504], 'laughing': [95691], 'hill': [121499]}"
COCO_val2014_000000236161.jpg,a public transit bus on a road near a building,"{'public transit bus': [245675], 'road': [151094], 'building': [98789]}"
COCO_val2014_000000134888.jpg,A man with a baseball bat that is standing in the dirt.,"{'man': [], 'baseball bat': [], 'dirt': []}"
COCO_val2014_000000232887.jpg,A man poses while standing between two surfboards,{}
COCO_val2014_000000353817.jpg,"A reflection of a vase, a microwave and kitchen cabinets. ",{}
COCO_val2014_000000110042.jpg,There is an old toilet sitting under a sign for this picture.,"{'toilet': [246690], 'sign': [], 'old': []}"
COCO_val2014_000000500434.jpg,Two people in the water with their surfboards.,{'people in water with surfboards': [73535]}
COCO_val2014_000000353536.jpg,a fork is laying on a small white plate,"{'fork': [], 'plate': [55400], 'white': [], 'small': []}"
COCO_val2014_000000270515.jpg,a collection of suitcases in a seating area,"{'suitcases': [210268], 'seating area': [207391]}"
COCO_val2014_000000513688.jpg,A chair next to a desk with a laptop and phone sitting on it.,"{'chair': [71581], 'desk': [74605], 'laptop': [], 'phone': []}"
COCO_val2014_000000401249.jpg,A man with suit and sunglasses is standing near a brick wall.,"{'man in suit': [136841], 'sunglasses': [100039], 'brick wall': [361477]}"
COCO_val2014_000000277991.jpg,A table full of people that are eating at a restaurant.,"{'restaurant': [84246], 'eating': [84094], 'people': [46429], 'table': []}"
COCO_val2014_000000379156.jpg,"A sheep sits on a rocky, hilly field.","{'sheep': [276656], 'rocky, hilly field': [121499]}"
COCO_val2014_000000315384.jpg,Skateboarder doing skate stunts on a ramp inside a building.,{}
COCO_val2014_000000320743.jpg,A large group of people riding on top of some elephants.,"{'people riding': [82397], 'elephants': [109892], 'large group': []}"
